rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
DNA damage response%WikiPathways_20230910%WP707%Homo sapiens	DNA damage response	0.00112453879564233	0.0222777054041985	-1	472,8243,841,1647,993,4616,6118,637,355,5925,10111,545,9874,27244,4609,581,1020,894,25,11011,7157,5810,5371,5591,1027,1021,836,2177,891,1019,10912,27113,5981,50484,2810,207,1385,4193,1017,1643,896,84126,1111,8795,54205,595,3014,5884,842,1026,55367,4361,898,5366,317,4683
NEGATIVE REGULATION OF OSSIFICATION%GOBP%GO:0030279	NEGATIVE REGULATION OF OSSIFICATION	0.00116604490535892	0.0228593386654739	-1	54880,22856,2185,4851,4208,1893,3516,6662,6422,79412,4192,79639,54795
PID_IL6_7_PATHWAY%MSigdb_C2%PID_IL6_7_PATHWAY	PID_IL6_7_PATHWAY	0.00135602554290949	0.0260412252219965	-1	7184,10401,5879,2308,2549,5600,6772,1432,6654,6416,4609,7297,5791,4170,8543,9021,8554,3659,5608,3572,2885,7076,3716,5290,598,5580,207,3717,2,5295,2353,3725,1052,9846,5781,1051,6774,3726
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-MEDIATED SIGNALING EVENTS	0.00135602554290949	0.0260412252219965	-1	7184,10401,5879,2308,2549,5600,6772,1432,6654,6416,4609,7297,5791,4170,8543,9021,8554,3659,5608,3572,2885,7076,3716,5290,598,5580,207,3717,2,5295,2353,3725,1052,9846,5781,1051,6774,3726
AMB2 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AMB2 INTEGRIN SIGNALING	AMB2 INTEGRIN SIGNALING	0.00154115944432989	0.0292975967093823	-1	5906,4318,4313,83700,3383,4035,7094,58494,3689,5329,387,7070,3146,1490,5908,6093,5328,4790
PID_AMB2_NEUTROPHILS_PATHWAY%MSigdb_C2%PID_AMB2_NEUTROPHILS_PATHWAY	PID_AMB2_NEUTROPHILS_PATHWAY	0.00156320688583428	0.0294195535914011	-1	7525,5906,5590,4318,4067,4313,83700,3383,6714,4035,7094,58494,2534,3689,5329,207,387,7070,3146,1490,5908,6093,5328,4790
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS	0.00168070492985262	0.0313176898810161	-1	5971,1386,4616,6772,1432,7879,567,7297,5606,5608,10912,4791,3717,56848,2353,6778,8767,3105,6774,4790,5970
GLYCOPROTEIN CATABOLIC PROCESS%GOBP%GO:0006516	GLYCOPROTEIN CATABOLIC PROCESS	0.00181726851837804	0.0335303857998771	-1	55741,81792,80267,11253,1514,26232,6448,10724,4121,2817,4669,2720,93611,9695,55768,4126,201595
NEGATIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000242	NEGATIVE REGULATION OF REPRODUCTIVE PROCESS	0.00186268909310034	0.0340347657593674	-1	54361,1843,4627,23213,5810,268,811,7076,2697,397,55743
DNA UNWINDING INVOLVED IN DNA REPLICATION%GOBP%GO:0006268	DNA UNWINDING INVOLVED IN DNA REPLICATION	0.00195186528856704	0.0353212545488766	-1	4175,6742,4171,4172,9837,5965,3159,4176,56652,4173,7486,9400,5813,4174
CRMPS IN SEMA3A SIGNALING%REACTOME DATABASE ID RELEASE 38%399956	CRMPS IN SEMA3A SIGNALING	0.0020198141721619	0.0360454554504237	1	8851,91584,1809,8829,10570,1400,2932,1020,5361,2534,55558,1808,10371,5362,56896
G1 to S cell cycle control%WikiPathways_20230910%WP45%Homo sapiens	G1 to S cell cycle control	0.00203253069212216	0.0360454554504237	-1	472,4999,1647,7465,993,5001,90993,6118,5557,4175,5925,5000,1032,5111,4171,4172,4609,894,23595,7157,1022,1028,7027,1027,1021,4661,4331,4176,4173,891,1019,148327,5558,1385,7029,4193,1017,6119,902,896,6117,23594,1388,595,1871,901,4174,5426,1026,10488,898,1030
REGULATION OF SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0090322	REGULATION OF SUPEROXIDE METABOLIC PROCESS	0.00205442110485089	0.0360454554504237	-1	4137,2150,6850,26574,655,57126,3689,10516,5580,2643,2950,7040,1719
miRNA role in immune response in sepsis%WikiPathways_20230910%WP4329%Homo sapiens	miRNA role in immune response in sepsis	0.00206849584943983	0.0360454554504237	-1	5971,3654,1432,5966,3383,1147,7187,4792,23118,4615,3659,6885,3665,4791,7189,8517,5599,4790,10454,3551,5970
BIOCARTA_CK1_PATHWAY%MSigdb_C2%BIOCARTA_CK1_PATHWAY	BIOCARTA_CK1_PATHWAY	0.00209772145648788	0.0362193741386255	1	8851,1453,5567,5575,5577,1020,23236,5573,5576,5530,1813,5515
Angiotensin II receptor type 1 pathway%WikiPathways_20230910%WP5036%Homo sapiens	Angiotensin II receptor type 1 pathway	0.0021288764547416	0.0363990541097173	-1	5894,59,6237,3091,1277,4089,5594,6667,5608,3572,10399,1490,3727,5781,1278,7046,7040,4088
DNA replication%WikiPathways_20230910%WP466%Homo sapiens	DNA replication	0.00215345509022619	0.0363990541097173	-1	4999,5001,6118,5557,4175,5000,5984,5111,4171,4172,23595,5985,5983,7316,4176,10714,4173,5981,57804,5558,7311,1017,8317,6119,5422,6117,23594,5982,5424,4174,5426,51053,5425
REGULATION OF DNA-TEMPLATED DNA REPLICATION INITIATION%GOBP%GO:0030174	REGULATION OF DNA-TEMPLATED DNA REPLICATION INITIATION	0.0021661498726293	0.0363990541097173	-1	56897,4175,4171,4172,11143,4176,4173,4174,51053,4683
REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048172	REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY	0.00228045439199363	0.0379806651834691	1	22930,729993,6543,6855,5864,2898,1201,9145,8541,57282,94056
COPI-INDEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME%R-HSA-6811436.2	COPI-INDEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC	0.00235782043743759	0.0389247198531364	1	56894,10121,1783,23299,22930,5048,51164,22931,5049,25782,636,10671,1639,829,84516,832,1781,5870,5050,8398,8655,1778,830,55860,51143,140735,11258,2589,10540,2590,1780,51560
DEFECTIVE EXT2 CAUSES EXOSTOSES 2%REACTOME DATABASE ID RELEASE 38%3656237	DEFECTIVE EXT2 CAUSES EXOSTOSES 2	0.00261132625476037	0.0417859464033752	-1	6385,221914,10082,3339,6383,2239,2131,9672,2817,6382,2132,375790
DEFECTIVE EXT1 CAUSES EXOSTOSES 1, TRPS2 AND CHDS%REACTOME DATABASE ID RELEASE 38%3656253	DEFECTIVE EXT1 CAUSES EXOSTOSES 1, TRPS2 AND CHDS	0.00261132625476037	0.0417859464033752	-1	6385,221914,10082,3339,6383,2239,2131,9672,2817,6382,2132,375790
IL1 and megakaryocytes in obesity%WikiPathways_20230910%WP2865%Homo sapiens	IL1 and megakaryocytes in obesity	0.00261834593345641	0.0417859464033752	-1	3654,4318,6280,3383,1839,4615,7076,5290,7077,2149,4790
REGULATION OF PLASMINOGEN ACTIVATION%GOBP%GO:0010755	REGULATION OF PLASMINOGEN ACTIVATION	0.00261994775536571	0.0417859464033752	-1	6281,7057,5054,5329,861,55848,1522,2023,5328,302,5270
ACTIN FILAMENT-BASED TRANSPORT%GOBP%GO:0099515	ACTIN FILAMENT-BASED TRANSPORT	0.00267028352068774	0.0420705057836844	-1	54874,4646,4644,4430,4643,80179,4645,4641,4642,25777,8976,81
ATP BIOSYNTHESIS%BIOCYC%PWY-7980	ATP BIOSYNTHESIS	0.00268249771203089	0.0420705057836844	1	523,509,529,535,10476,9550,521,91647,539,9296,10632,9605,533,526,528,517,506,518,527,522,514,515,51606,498,51382,9114,513,9551,64756,8992,516
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSigdb_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.00290499168579652	0.0439984064117723	-1	4233,5879,2064,7533,999,3265,928,1308,3688,10971,3918,3655,1956,3911,2885,6257,5290,2810,207,3691,284217,6198,7534,6256,5578,6258,3912,3914,2065,3915,5295,7532,6464,840,3913,7531,7529
A6B1 AND A6B4 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%A6B1 AND A6B4 INTEGRIN SIGNALING	A6B1 AND A6B4 INTEGRIN SIGNALING	0.00290499168579652	0.0439984064117723	-1	4233,5879,2064,7533,999,3265,928,1308,3688,10971,3918,3655,1956,3911,2885,6257,5290,2810,207,3691,284217,6198,7534,6256,5578,6258,3912,3914,2065,3915,5295,7532,6464,840,3913,7531,7529
Parkin-ubiquitin proteasomal system pathway%WikiPathways_20230910%WP2359%Homo sapiens	Parkin-ubiquitin proteasomal system pathway	0.00290680489380371	0.0439984064117723	1	9246,3304,841,347733,10382,5706,5711,6622,5718,5715,3312,5700,10381,51465,5707,3306,10383,5701,5702,5714,3303,10273,118424,5708,10376,5710,84790,51182,7327,7317,7326,9861,25897,5704,7846,6478,10213,6477,55294,5705,3309,5713,9627,3308,7280,5717,8573,5709,8454,3313,5716,5413,5719,2861,7332,84617,3305,898,203068
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:2000134	NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE	0.00292225323422815	0.0439984064117723	-1	472,324,5311,8738,7465,6118,79960,1263,5728,5925,138151,9314,1739,51379,51339,144455,79791,7157,79577,51499,25959,5371,10263,5591,1027,10769,3275,23026,90,123879,51065,29117,4193,1017,51322,6154,79027,163859,595,2273,835,55159,1026,55367,5934,3624
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	0.00292231711023992	0.0439984064117723	1	8851,5879,5048,8826,5049,7804,1020,8941,25,6249,5649,1457,5528,81565,1600,5050,387,1778,10726,7436,808,1641,11104,4043,6993,4131,7531,998
REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317	REGULATION OF PROTEIN MATURATION	0.00294660983270197	0.0440120611519453	-1	2934,9532,6281,4627,22900,11236,7057,79094,84236,6659,5054,5329,1201,861,55848,1522,2023,331,5328,302,831,101,5270,29934
REGULATION OF BLOOD PRESSURE%GOBP%GO:0008217	REGULATION OF BLOOD PRESSURE	0.00316374295060411	0.0468831829372987	-1	5800,3398,490,2931,2150,5743,59342,2621,1906,6337,5125,57085,4879,4041,5021,64167,1889,5155,5547,4882,6866,79924,1113,659,28514,2643,7168,51752,2149,1522,1813,4846,10159,1278,91608,5973,23576,4012,133,5331
WOUND HEALING, SPREADING OF CELLS%GOBP%GO:0044319	WOUND HEALING, SPREADING OF CELLS	0.00333998026471232	0.0487274640169658	-1	1861,146206,7476,2909,3936,977,6868,3678,780,389,960,3688,3491,57591,387,11235,116844,1289,634,23671,2316
EPIBOLY INVOLVED IN WOUND HEALING%GOBP%GO:0090505	EPIBOLY INVOLVED IN WOUND HEALING	0.00333998026471232	0.0487274640169658	-1	1861,146206,7476,2909,3936,977,6868,3678,780,389,960,3688,3491,57591,387,11235,116844,1289,634,23671,2316
BIOCARTA_CASPASE_PATHWAY%MSigdb_C2%BIOCARTA_CASPASE_PATHWAY	BIOCARTA_CASPASE_PATHWAY	0.00340296122257463	0.0492644078529651	-1	841,84823,839,142,1676,4000,843,329,836,397,331,840,835,842,317,4001
NEGATIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902807	NEGATIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION	0.00346240786631032	0.0497423786595116	-1	472,324,5311,8738,7465,6118,79960,1263,5728,322,5925,138151,9314,1739,51379,51339,144455,79791,7157,79577,51499,25959,5371,6657,10263,5591,1027,10769,3275,23026,90,56241,123879,51065,29117,4193,1017,51322,6154,79027,51603,163859,595,2273,835,55159,1026,55367,5934,3624
POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046635	POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION	0.00352113853213121	0.0498303831445424	-1	301,5590,1604,6850,51043,5588,7297,79576,975,10892,865,9655,3133,2737,4860,861,5914,10148,3717,64410,10808,3105
CRISTAE FORMATION%REACTOME DATABASE ID RELEASE 38%8949613	CRISTAE FORMATION	0.00352148828811059	0.0498303831445424	1	440574,509,139322,10476,521,539,10989,10632,54927,27109,517,125988,506,3313,84303,518,8834,79135,522,514,515,498,25813,513,9551,55735,516
AGGREPHAGY%REACTOME%R-HSA-9646399.4	AGGREPHAGY	0.00373488632282756	0.0524556422355333	1	3297,1783,7335,5116,3320,7316,1781,7314,8655,1778,7311,10013,8100,6233,51143,140735,11315,7334,1780
NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030835	NEGATIVE REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION	0.00410295151970476	0.0571981834080324	-1	2934,2314,2059,118,119,6840,11078,120,822,829,832,5290,5756,51474,830,11344
Ovarian infertility%WikiPathways_20230910%WP34%Homo sapiens	Ovarian infertility	0.00413740007292247	0.0572543157150007	-1	472,9611,2332,23224,894,8204,6908,1027,1958,6609,1019,207,4292,1385,1588,1051,5618,4088
BIOCARTA_NFAT_PATHWAY%MSigdb_C2%BIOCARTA_NFAT_PATHWAY	BIOCARTA_NFAT_PATHWAY	0.00462891315506868	0.0632450899059797	1	5894,4775,1906,3265,1432,4208,814,2247,2932,805,5567,5575,5577,58,5595,5594,5573,5604,801,1839,5576,5533,811,5530,57172,5290,207,1452,6198,5295,808,5532,1387,5599,8536
PID_LIS1_PATHWAY%MSigdb_C2%PID_LIS1_PATHWAY	PID_LIS1_PATHWAY	0.00463752518970521	0.0632450899059797	1	8851,5879,5048,8826,5049,7804,1020,8941,25,6249,5649,1457,5528,81565,1600,5050,387,1778,10726,7436,1641,11104,4043,6993,4131,7531,998
Glycosaminoglycan degradation%WikiPathways_20230910%WP4815%Homo sapiens	Glycosaminoglycan degradation	0.0046843253391776	0.0634237430815269	-1	2990,411,6448,2588,4669,3073,2720,3423,2799,8692,138050,3074
Prostaglandin synthesis and regulation%WikiPathways_20230910%WP98%Homo sapiens	Prostaglandin synthesis and regulation	0.00472868459210939	0.0635670314453562	-1	6281,301,309,308,5743,1906,6277,231,10257,9536,6662,1646,307,5738,873,1645,306,302
FAS SIGNALING PATHWAY%PANTHER PATHWAY%P00020	FAS SIGNALING PATHWAY	0.0048562261174034	0.0648185642053418	-1	2934,841,143,8772,84823,355,839,6416,142,4000,5602,822,5601,843,8837,1616,836,3725,840,842,5599,10038,11124,317,4001
HSP90 CHAPERONE CYCLE FOR SHRS%REACTOME DATABASE ID RELEASE 38%3371497	HSP90 CHAPERONE CYCLE FOR SHRS	0.00493339303975869	0.0653227556548291	1	10121,3304,10294,1783,51164,3312,3306,3320,10671,1639,829,3337,84516,2908,832,10728,10963,2288,1781,8655,3301,1778,830,3326,55860,51143,140735,11258,3305,10540,1780
FORMATION OF ATP BY CHEMIOSMOTIC COUPLING%REACTOME%R-HSA-163210.3	FORMATION OF ATP BY CHEMIOSMOTIC COUPLING	0.00496341873466555	0.0653227556548291	1	509,10476,521,539,10632,27109,517,506,518,522,514,515,498,513,9551,516
GLOMERULUS DEVELOPMENT%GOBP%GO:0032835	GLOMERULUS DEVELOPMENT	0.00506615142804662	0.06553546350719	-1	5800,23213,59,4208,55959,10409,8826,100133941,4643,5155,8842,5420,1958,9863,182,4358
EMBRYONIC EPITHELIAL TUBE FORMATION%GOBP%GO:0001838	EMBRYONIC EPITHELIAL TUBE FORMATION	0.00512728716438075	0.06553546350719	-1	10395,6495,1855,655,7408,7798,1856,9620,6662,2348,8543,79977,84678,23654,7249,8915,2625,65979,23513,10522,144165,57822,7042,4036,6497,55764,54910,7040,1857,57216,585,23242
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669	POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION	0.00514366388734036	0.06553546350719	-1	92,54361,10413,56998,8321,222663,4208,55603,51374,655,4041,6664,4745,657,659,3491,4037,3572,5530,90,10979,255743,51430,7473,25937,23051,93,4090,2201
BONE REMODELING%GOBP%GO:0046849	BONE REMODELING	0.00514438625417827	0.06553546350719	-1	2185,1943,55366,1200,4041,4853,6714,9545,5764,2697,1969,171392,10609
HINDBRAIN MORPHOGENESIS%GOBP%GO:0021575	HINDBRAIN MORPHOGENESIS	0.00515369213552822	0.06553546350719	1	10395,23017,388610,51286,28514,85442,4983,23287,5629,79934,869,538
REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032653	REGULATION OF INTERLEUKIN-10 PRODUCTION	0.00521832445429372	0.0659119907582602	-1	27242,5590,2150,64115,4179,6850,28951,55765,3329,961,10464,28514,9636,3146,5336,6774
NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	NEGATIVE REGULATION OF VIRAL LIFE CYCLE	0.00574877842875574	0.0717807951536306	-1	2934,85363,684,10581,10410,1460,11043,147339,5478,8724,7726,81559
CERAMIDE CATABOLIC PROCESS%GOBP%GO:0046514	CERAMIDE CATABOLIC PROCESS	0.00575924551976526	0.0717807951536306	-1	2629,2581,57704,340485,10825,55331,2717,4758,3073,2760,427,3074
CELLULAR RESPONSE TO CATECHOLAMINE STIMULUS%GOBP%GO:0071870	CELLULAR RESPONSE TO CATECHOLAMINE STIMULUS	0.00593869070176318	0.071856815490921	1	409,2931,6622,6548,9177,2932,112,2767,25,5142,22933,3359,2775,5566,6262,54331,1813,493,2782,2773,2776,7052,2316,333,2778
CELLULAR RESPONSE TO MONOAMINE STIMULUS%GOBP%GO:0071868	CELLULAR RESPONSE TO MONOAMINE STIMULUS	0.00593869070176318	0.071856815490921	1	409,2931,6622,6548,9177,2932,112,2767,25,5142,22933,3359,2775,5566,6262,54331,1813,493,2782,2773,2776,7052,2316,333,2778
RESPONSE TO MONOAMINE%GOBP%GO:0071867	RESPONSE TO MONOAMINE	0.00593869070176318	0.071856815490921	1	409,2931,6622,6548,9177,2932,112,2767,25,5142,22933,3359,2775,5566,6262,54331,1813,493,2782,2773,2776,7052,2316,333,2778
RESPONSE TO CATECHOLAMINE%GOBP%GO:0071869	RESPONSE TO CATECHOLAMINE	0.00593869070176318	0.071856815490921	1	409,2931,6622,6548,9177,2932,112,2767,25,5142,22933,3359,2775,5566,6262,54331,1813,493,2782,2773,2776,7052,2316,333,2778
EPIBOLY%GOBP%GO:0090504	EPIBOLY	0.00595625038075647	0.071856815490921	-1	1861,146206,7476,2909,3936,977,6868,3678,780,389,1954,960,3688,3491,57591,387,11235,116844,1289,634,23671,2316
MITOCHONDRIAL FATTY ACID BETA-OXIDATION%REACTOME%R-HSA-77289.6	MITOCHONDRIAL FATTY ACID BETA-OXIDATION	0.0065229553773031	0.0779434535477895	-1	1666,3032,166785,3033,3030,5095,1622,37,1632,23597,5096,4594,1892,84320,10449,80221,80724,11332,55856,117145,58488,34
PURINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0042278	PURINE NUCLEOSIDE METABOLIC PROCESS	0.00654360555820974	0.0779434535477895	-1	22978,1716,4521,22875,161823,51816,3251,28992,4860,55276,100,221443
Mitochondrial fatty acid oxidation disorders%WikiPathways_20230910%WP5123%Homo sapiens	Mitochondrial fatty acid oxidation disorders	0.00662253913648271	0.0783875387098142	-1	6584,3032,2180,3033,3030,2182,37,1632,788,2181,80221,6342,1376,34
REGULATION OF INTERLEUKIN-4 PRODUCTION%GOBP%GO:0032673	REGULATION OF INTERLEUKIN-4 PRODUCTION	0.00670428054037255	0.0788590998561321	-1	5590,6850,5588,161882,3133,2625,5914,8140,51176,1649,1051
BIOCARTA_CHEMICAL_PATHWAY%MSigdb_C2%BIOCARTA_CHEMICAL_PATHWAY	BIOCARTA_CHEMICAL_PATHWAY	0.00691331098233915	0.0808127407997657	-1	472,637,6772,572,839,142,581,7094,7157,836,207,5578,1965,840,5579,842,317
IL-26 signaling pathways%WikiPathways_20230910%WP5347%Homo sapiens	IL-26 signaling pathways	0.00703442461513094	0.0817209081831878	-1	4318,6772,1432,59,581,3383,5595,5594,5601,7297,9021,4792,836,3716,5290,207,3717,1649,3725,2042,5599,6774,4087,5970
BARBED-END ACTIN FILAMENT CAPPING%GOBP%GO:0051016	BARBED-END ACTIN FILAMENT CAPPING	0.00714229582245508	0.0819621996211004	-1	2934,2314,2059,118,119,6840,11078,120,822,829,832,5756,830,11344
ACTIN FILAMENT CAPPING%GOBP%GO:0051693	ACTIN FILAMENT CAPPING	0.00714229582245508	0.0819621996211004	-1	2934,2314,2059,118,119,6840,11078,120,822,829,832,5756,830,11344
POSITIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032731	POSITIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION	0.0072760562165646	0.0829911381792399	-1	841,2150,22900,351,3670,55765,10892,4671,4615,7855,3315,3428,1958,3717,8767,24145,6774,5970
POSITIVE REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032733	POSITIVE REGULATION OF INTERLEUKIN-10 PRODUCTION	0.00734589681226021	0.0832829987992393	-1	5590,2150,4179,6850,55765,3329,10464,9636,3146,5336,6774
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 38%983695	ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS	0.00739758962163169	0.0833668483108434	-1	10768,4067,6850,6654,3708,5293,84876,3709,2534,80228,27071,5777,5295,808,3710,5336,7220,6786,4690,30011
BIOCARTA_P53_PATHWAY%MSigdb_C2%BIOCARTA_P53_PATHWAY	BIOCARTA_P53_PATHWAY	0.0074495453861456	0.0833803286412806	-1	472,1647,7078,5925,5111,581,7157,1019,4193,1017,595,1026,898,317
NEURON CELL-CELL ADHESION%GOBP%GO:0007158	NEURON CELL-CELL ADHESION	0.00753925701100377	0.0833803286412806	1	8851,5979,9378,152330,22829,54413,22871,57502,460,4685,57555,23245,9379
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001185	REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION	0.00759226147655799	0.0833803286412806	-1	57630,64115,51043,865,3659,3133,861,9479,3105,6522
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY	0.00762030633703521	0.0833803286412806	-1	23705,409,3916,5817,3134,5819,164,3133,3106,634,5272,3105,7040
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY	0.00762030633703521	0.0833803286412806	-1	23705,409,3916,5817,3134,5819,164,3133,3106,634,5272,3105,7040
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.4	HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE	0.00772760484341729	0.0836792460539881	-1	472,10524,5889,6118,5892,10111,5932,5984,545,5810,5985,5983,79728,7486,6119,6117,84126,1111,3364,83695,5982,80010,7156,5884,7979,11073,4361,4683
UBIQUITIN–PROTEASOME PATHWAY%SMPDB%SMP0063816	UBIQUITIN–PROTEASOME PATHWAY	0.00773655091041123	0.0836792460539881	1	5688,5690,5682,5706,5684,5686,10537,5683,5700,5689,5701,5702,5710,5694,7316,5687,7317,5693,7314,5704,5692,5705,5691,5719,5695,5685,7324
Omega-9 fatty acid synthesis%WikiPathways_20230910%WP4724%Homo sapiens	Omega-9 fatty acid synthesis	0.00791088477900923	0.0842035032374902	1	3992,9415,79966,79071,2180,64834,2182,60481,2181,2194,54898,6319
NOTCH SIGNALING PATHWAY%PANTHER PATHWAY%P00045	NOTCH SIGNALING PATHWAY	0.00791098168798882	0.0842035032374902	-1	10683,9612,9541,4851,9794,4853,4854,3516,3714,54567,8650,182
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827	PLASMA LIPOPROTEIN PARTICLE ORGANIZATION	0.00791924552233569	0.0842035032374902	-1	10162,23461,5125,5045,9619,29801,5567,10347,9388,348,5566,5360,2181,949,19,8694,6646
REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046640	REGULATION OF ALPHA-BETA T CELL PROLIFERATION	0.00835671528473634	0.0883558323925494	-1	57630,1604,64115,6850,51043,7297,975,3659,57045,3133,10148,3717,9479,3105,6522
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002862	NEGATIVE REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS	0.00848128835892466	0.0891719815167386	-1	7525,4067,6850,1432,5045,5335,6714,79651,2534,10769
REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764	REGULATION OF PHAGOCYTOSIS	0.00878106549518351	0.0918109181218631	-1	399687,3685,2150,8291,57118,10461,8877,2621,6850,7275,196527,2624,961,10347,26060,718,23208,811,10399,9066,949,55198,10960,140885,3146,11031,55646,1535,5359,5336,7052,25875,5795,8724,55529
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE	0.00900302281579675	0.092763065312279	-1	4795,3654,8106,4318,7494,4067,3148,9646,2634,1432,4208,153090,54623,5581,27250,58509,148022,5142,5976,79577,4615,28964,5054,8754,8915,387,22904,7189,51510,7538,7128,140885,3146,22843,27063,7431,558,5336,90933,840,9373,79155,2950,10318,5599,4790,5970,4793
